id,name,description,start_date,end_date
370,AIチャットボット開発,システム設計や実装を中心に行っています。また、セキュリティ強化、リファクタリング、UI/UX設計や要件分析にも取り組んでいます。,2025-03-30,
371,ECプラットフォーム構築,"現在進行中の案件においてはアーキテクチャ設計やタスク管理などに取り組んでいます。
[実施内容]
アーキテクチャ設計
タスク管理
自動テスト導入
レビュー",2024-12-14,2025-04-17
372,物流管理システム実装,"現在進行中の案件においてはタスク管理や自動テスト導入などに取り組んでいます。
[実施内容]
タスク管理
自動テスト導入
セキュリティ強化
データベース設計
ドキュメント作成
これらの取り組みにより、品質改善を目指しています。",2024-11-15,
373,医療情報システム導入,"当プロジェクトではデータベース設計やデータ分析などに取り組んでいます。
[主な業務]
データベース設計
データ分析
チームマネジメント
ドキュメント作成
実装
テスト
これらの取り組みにより、リリースサイクルの短縮を目指しています。",2024-09-09,2026-05-03
374,顧客管理システム設計,"現プロジェクトにおいてタスク管理やレビューなどに取り組んでいる。
[実施内容]
タスク管理
レビュー
要件定義",2024-04-30,2026-03-15
375,IoTプラットフォーム改善,"当プロジェクトではパフォーマンス改善やUI/UX設計などに取り組んでいる。
[主な業務]
パフォーマンス改善
UI/UX設計
要件定義
CI/CD構築
デプロイ",2025-10-07,2026-12-31
376,グルメレビューアプリ導入,本プロジェクトではCI/CD構築、デプロイ、インフラ構築、テストや技術選定に取り組んでいる。,2024-05-08,2024-10-09
377,医療情報システム構築,要件定義、コーディングやCI/CD構築などの開発に取り組んでいる。,2024-01-22,
378,HRテックサービス開発,技術選定や設計レビューを行っています。,2024-01-26,
379,画像認識システム設計,現在進行中の案件においてはデータ分析、要件分析、自動テスト導入、技術選定、インフラ構築やテストに取り組んでいます。,2024-09-08,
380,金融システム設計,技術選定や設計レビューを行っている。また、アーキテクチャ設計、クラウド移行、リファクタリング、CI/CD構築、タスク管理やドキュメント作成にも取り組んでいる。目指しているのは性能向上である。,2025-04-06,
381,データ分析基盤実装,主な業務は自動テスト導入、要件定義やテストです。,2025-04-23,
382,サブスク管理サービス改善,システム設計や実装を中心に行っています。目指しているのは品質改善です。,2024-01-14,2024-04-12
383,旅行予約システム開発,当プロジェクトではクラウド移行、アーキテクチャ設計や技術選定に取り組んでいます。,2024-11-16,2025-09-16
384,金融システム開発,システム設計や実装を中心に行っている。また、自動テスト導入、UI/UX設計やパフォーマンス改善にも取り組んでいる。,2025-06-26,2026-12-31
385,顧客管理システム構築,本プロジェクトではクラウド移行、デプロイ、インフラ構築、コーディング、実装やデータベース設計に取り組んでいる。目的はレスポンス時間短縮である。,2024-11-18,2025-10-13
386,セキュリティ強化プロジェクト開発,現在進行中の案件においてはドキュメント作成、データ分析やデータベース設計に取り組んでいます。目的は開発効率向上です。,2025-05-17,
387,チャットボット導入,このプロジェクトではドキュメント作成、インフラ構築、技術選定や要件分析に取り組んでいます。目的はリリースサイクルの短縮です。,2024-01-16,2025-06-15
388,セキュリティ強化プロジェクト実装,リファクタリング、技術選定やインフラ構築などの開発に取り組んでいます。,2024-11-15,2026-02-14
389,ニュース配信アプリ実装,本プロジェクトではCI/CD構築、自動テスト導入、要件分析、インフラ構築や要件定義に取り組んでいる。,2025-01-01,2025-10-25
390,音声認識システム構築,現在進行中の案件においてはコーディング、クラウド移行、実装や要件定義に取り組んでいます。,2024-04-06,2025-02-14
391,画像認識システム開発,技術選定や設計レビューを行っています。,2024-10-09,
392,金融システム構築,"現在進行中の案件においてはセキュリティ強化や要件分析などに取り組んでいます。
[主な業務]
セキュリティ強化
要件分析
コーディング
クラウド移行
これらの取り組みにより、運用コスト削減を目指しています。",2025-06-02,
